name,state,iata_code,lat,long
Ocean Reef Club Airport,FL,OCA,25.3254,-80.2748
Pilot Station Airport,AK,PQS,61.9346,-162.9
Crested Butte Airpark,CO,CSE,38.8519,-106.9283
LBJ Ranch Airport,TX,JCY,30.2518,-98.6225
Metropolitan Airport,MA,PMX,42.2233,-72.3114
Loring Seaplane Base,AK,WLR,55.6013,-131.637
Nunapitchuk Airport,AK,NUP,60.9056,-162.4405
Port Alice Seaplane Base,AK,PTC,55.803,-133.597
Icy Bay Airport,AK,ICY,59.969,-141.662
Port Protection Seaplane Base,AK,PPV,56.3288,-133.61
Kalakaket Creek AS Airport,AK,KKK,64.4166,-156.8204
Dunsmuir Muni-Mott Airport,CA,MHS,41.2632,-122.272
Chase Field Industrial Airport,TX,NIR,28.3624,-97.6619
Grand Canyon Bar Ten Airstrip,AZ,GCT,36.2586,-113.2312
Ellamar Seaplane Base,AK,ELW,60.8938,-146.704
Lime Village Airport,AK,LVD,61.3591,-155.44
Hog River Airport,AK,HGZ,66.2161,-155.669
Ed-Air Airport,IN,OTN,38.8514,-87.4997
Telida Airport,AK,TLF,63.3939,-153.269
Eagle Air Park,TX,BZT,28.9822,-95.5797
Entrance Island Seaplane Base,AK,HBH,57.4122,-133.4385
False Island Seaplane Base,AK,FAK,57.5322,-135.213
Blakely Island Airport,WA,BYW,48.579,-122.826
Drift River Airport,AK,DRF,60.5889,-152.162
Rinkenberger Restricted Landing Area,IL,BDF,41.2309,-89.6157
Roy Otten Memorial Airfield,MO,VRS,38.4278,-92.8752
Golden Horn Lodge Seaplane Base,AK,GDH,59.747,-158.875
Atmautluak Airport,AK,ATT,60.8667,-162.273
Livengood Camp Airport,AK,LIV,65.467,-148.6534
Pedro Bay Airport,AK,PDB,59.7896,-154.124
Ouzinkie Airport,AK,KOZ,57.9254,-152.4967
Tununak Airport,AK,TNK,60.5755,-165.272
Ben Bruce Memorial Airpark,TX,EVA,30.321,-94.0735
Hyder Seaplane Base,AK,WHD,55.9033,-130.01
Minto Al Wright Airport,AK,MNT,65.1437,-149.37
Tokeen Seaplane Base,AK,TKI,55.9371,-133.327
Aleknagik / New Airport,AK,WKK,59.2826,-158.618
Ketchikan Harbor Seaplane Base,AK,WFB,55.3499,-131.677
Naknek Airport,AK,NNK,58.7329,-157.02
Lake Brooks Seaplane Base,AK,BKF,58.5548,-155.777
Southern Seaplane Airport,LA,BCS,29.8661,-90.0222
Catalina Air-Sea Terminal Heliport,CA,SPQ,33.7492,-118.275
East 34th Street Heliport,NY,TSS,40.7426,-73.9721
New York Skyports Inc Seaplane Base,NY,QNY,40.734,-73.9729
Earl Henry Airport,OK,BWL,36.7959,-97.317
Yes Bay Lodge Seaplane Base,AK,WYB,55.9163,-131.801
Center Island Airport,WA,CWS,48.4901,-122.832
Tatitlek Airport,AK,TEK,60.8714,-146.6903
Pine Island Airport,NC,DUF,36.2535,-75.7885
Stuart Island Airpark,WA,SSW,48.6729,-123.176
Fort Bragg Airport,CA,FOB,39.4743,-123.796
Port of Poulsbo Marina Moorage Seaplane Base,WA,PUL,47.734,-122.647
Century City Heliport,CA,CCD,34.0608,-118.418
Meyers Chuck Seaplane Base,AK,WMK,55.7396,-132.255
Maxson Airfield,NY,AXB,44.312,-75.9003
Reese Airpark,TX,REE,33.5903,-102.037
Waldron Airstrip,WA,WDN,48.7118,-123.018
Whale Pass Seaplane Float Harbor Facility,AK,WWP,56.1163,-133.122
Chuathbaluk Airport,AK,CHU,61.5791,-159.216
Ugashik Airport,AK,UGS,57.5279,-157.399
Marlboro Airport,MA,MXG,42.3432,-71.509
Philadelphia Seaplane Base,PA,PSQ,39.859,-75.2996
Levelock Airport,AK,KLL,59.1281,-156.859
Saginaw Seaplane Base,AK,SGW,56.8863,-134.158
Tuntutuliak Airport,AK,WTL,60.3353,-162.667
Twin Hills Airport,AK,TWA,59.0756,-160.273
Chignik Lake Airport,AK,KCQ,56.255,-158.775
Amchitka Army Airfield,AK,AHT,51.3778,179.2592
Chena Hot Springs Airport,AK,CEX,65.0518,-146.047
Solomon State Field,AK,SOL,64.5605,-164.4457
Herendeen Bay Airport,AK,HED,55.8014,-160.899
Taylor Airport,AK,TWE,65.6793,-164.799
Tikchik Lodge Seaplane Base,AK,KTH,59.9632,-158.477
Naukati Bay Seaplane Base,AK,NKI,55.8496,-133.228
Lonely Air Station,AK,LNI,70.9107,-153.242
Candle 2 Airport,AK,CDL,65.9077,-161.926
Amook Bay Seaplane Base,AK,AOS,57.4715,-153.815
Bartletts Airport,AK,BSZ,58.2162,-157.352
Boswell Bay Airport,AK,BSW,60.4231,-146.146
Sharpe Field,AL,TGE,32.4919,-85.7756
Alitak Seaplane Base,AK,ALZ,56.8995,-154.248
Girdwood Airport,AK,AQY,60.9661,-149.126
Asbury Park Neptune Air Terminal,NJ,ARX,40.2193,-74.0908
Zahn's Airport,NY,AYZ,40.71,-73.4
Lava Falls Heliport,AZ,HAE,36.1916,-113.092
Branson Airport,MO,BKG,36.5321,-93.2005
Baca Grande Airfield,CO,BCJ,37.9648,-105.7767
Willmar Municipal -John L Rice Field,MN,ILL,45.1177,-95.1304
Baranof Warm Springs Float and Seaplane Base,AK,BNF,57.0888,-134.8331
Bolling Air Force Base,DC,BOF,38.8429,-77.0161
Brookings Airport,OR,BOK,42.0746,-124.29
Bartlett Cove Seaplane Base,AK,BQV,58.4552,-135.885
Whitesburg Municipal Airport,KY,BRG,37.2219,-82.8742
Boundary Airport,AK,BYA,64.0783,-141.113
Buzzards Point Seaplane Base,DC,BZS,38.863,-77.011
Craig Seaplane Base,AK,CGA,55.4788,-133.148
Circle Hot Springs Airport,AK,CHP,65.4855,-144.611
Chomley Seaplane Base,AK,CIV,55.217,-132.21
Crooked Creek Airport,AK,CKD,61.8679,-158.135
Crane Island Airstrip,WA,CKR,48.5978,-122.9979
Cordova Municipal Airport,AK,CKU,60.5439,-145.727
Chicken Airport,AK,CKX,64.0713,-141.952
Clear Lake Metroport,TX,CLC,29.5555,-95.1383
Coalinga Airport,CA,CLG,36.158,-120.3601
Rentschler Heliport,CT,EHT,41.7517,-72.6253
Hollister Municipal Airport,CA,HLI,36.8933,-121.41
Hughes Airport,CA,CVR,33.975,-118.417
Chitina Airport,AK,CXC,61.5829,-144.427
Chatham Seaplane Base,AK,CYM,57.5149,-134.946
Cascade Locks State Airport,OR,CZK,45.6769,-121.879
Chisana Airport,AK,CZN,62.0712,-142.048
Chistochina Airport,AK,CZO,62.5635,-144.669
Canandaigua Airport,NY,IUA,42.9089,-77.3252
Delta Junction Airport,AK,DJN,64.0504,-145.717
Dahl Creek Airport,AK,DCK,66.9433,-156.905
Decatur HI-Way Airfield,IN,DCR,40.8375,-84.8625
Deer Harbor SPB,WA,DHB,48.6167,-123.0028
Deer Park Airport,NY,DPK,40.76,-73.31
Lake Buena Vista STOLport,FL,DWS,28.3994,-81.5713
Edna Bay Seaplane Base,AK,EDA,55.9497,-133.661
Birchwood-Pocono Airport,PA,ESP,41.0643,-75.2521
Excursion Inlet Seaplane Base,AK,EXI,58.4205,-135.449
Ranger Municipal Airport,TX,RGR,32.4526,-98.6828
Falcon State Airport,TX,FAL,26.5856,-99.1398
Fort Lee Army Airfield,VA,FLE,37.284,-77.3448
Flat Airport,AK,FLT,62.4526,-157.989
Haley Army Airfield,IL,FSN,42.221,-87.817
Gabbs Airport,NV,GAB,38.9241,-117.959
Pope Field,IN,GFD,39.7903,-85.7361
Goodnews Airport,AK,GNU,59.1174,-161.577
Granite Mountain Air Station,AK,GMT,65.4021,-161.281
Gordonsville Municipal Airport,VA,GVE,38.156,-78.1658
Haycock Airport,AK,HAY,65.201,-161.157
Hanchey Army (Fort Rucker) Heliport,AL,HEY,31.346,-85.6543
Tusi AHP (Hunter Liggett) Heliport,CA,HGT,35.9935,-121.237
Princeville Airport,HI,HPV,22.2092,-159.446
Waikoloa Heliport,HI,WKL,19.9205,-155.8607
Healy Lake Airport,AK,HKB,63.9958,-144.6926
Hollis Clark Bay Seaplane Base,AK,HYL,55.4816,-132.646
Ivishak Airport,AK,IVH,69.4066,-148.2881
Quartz Creek Airport,AK,JLA,60.4827,-149.719
Pan Am Building Heliport,NY,JPB,40.7533,-73.9765
Pentagon Army Heliport,DC,JPN,38.8741,-77.0575
West 30th St. Heliport,NY,JRA,40.7545,-74.0071
Downtown-Manhattan/Wall St Heliport,NY,JRB,40.7012,-74.009
Animas Air Park,CO,AMK,37.2032,-107.869
Broadus Airport,MT,BDX,45.4725,-105.454
Eureka Airport,NV,EUE,39.6042,-116.005
Jackpot Airport/Hayden Field,NV,KPT,41.976,-114.658
Rolla Downtown Airport,MO,RLA,37.9357,-91.8135
Elizabeth Field,NY,FID,41.2513,-72.0316
Humboldt Municipal Airport,IA,HUD,42.7361,-94.2452
Jefferson County International Airport,WA,TWD,48.0538,-122.811
Kayenta Airport,AZ,MVM,36.7164,-110.2284
Columbia County Airport,NY,HCC,42.2913,-73.7103
Ardmore Downtown Executive Airport,OK,AHD,34.147,-97.1227
Grand Canyon West Airport,AZ,GCW,35.9904,-113.816
Lampson Field,CA,CKE,38.9906,-122.901
Montague-Yreka Rohrer Field,CA,ROF,41.7304,-122.546
Fremont County Airport,CO,CNE,38.428,-105.106
Rouses Point Seaplane Base,NY,RSX,44.9917,-73.3635
Cooperstown-Westville Airport,NY,COP,42.6292,-74.891
Council Airport,AK,CIL,64.8979,-163.703
Iraan Municipal Airport,TX,IRB,30.9057,-101.892
Gansner Field,CA,GNF,39.9439,-120.945
Chiloquin State Airport,OR,CHZ,42.5794,-121.8791
St. Mary's County Regional Airport,MD,LTW,38.3154,-76.5501
Arapahoe Municipal Airport,NE,AHF,40.3395,-99.9065
Princeton Airport,NJ,PCT,40.3992,-74.6589
Calverton Executive Airpark,NY,CTO,40.9151,-72.7919
Grand Lake Regional Airport,OK,NRI,36.5776,-94.8619
Grants Pass Airport,OR,GTP,42.5101,-123.388
Jerry Tyler Memorial Airport,MI,NLE,41.8359,-86.2252
Grand Coulee Dam Airport,WA,GCD,47.922,-119.083
Valle Airport,AZ,VLE,35.6506,-112.148
Perry-Foley Airport,FL,FPY,30.0693,-83.5806
Manti-Ephraim Airport,UT,NTJ,39.3291,-111.615
Mount Pleasant Airport,UT,MSD,39.5267,-111.476
Salina Gunnison Airport,UT,SBO,39.0291,-111.838
Central Jersey Regional Airport,NJ,JVI,40.5244,-74.5984
Eunice Airport,LA,UCE,30.4663,-92.4238
Gold Beach Municipal Airport,OR,GOL,42.4134,-124.424
Kentland Municipal Airport,IN,KKT,40.7587,-87.4282
Prentice Airport,WI,PRW,45.543,-90.2793
Maverick County Memorial International Airport,TX,EGP,28.8572,-100.512
Boulder City Municipal Airport,NV,BLD,35.9475,-114.861
Mesquite Airport,NV,MFH,36.835,-114.055
Iosco County Airport,MI,ECA,44.3128,-83.4223
Florence Municipal Airport,OR,FMU,43.9828,-124.111
Anacortes Airport,WA,OTS,48.499,-122.662
Roosevelt Municipal Airport,UT,ROL,40.2783,-110.051
Canton Municipal Airport,SD,CTK,43.3089,-96.571
North Fork Valley Airport,CO,WPO,38.8317,-107.646
Antlers Municipal Airport,OK,ATE,34.1926,-95.6499
Wilgrove Air Park,NC,QWG,35.2138,-80.6701
Austin Airport,NV,ASQ,39.468,-117.195
Apalachicola Regional Airport,FL,AAF,29.7275,-85.0275
Lehigh Valley International Airport,PA,ABE,40.6521,-75.4408
Abilene Regional Airport,TX,ABI,32.4113,-99.6819
Albuquerque International Sunport,NM,ABQ,35.0402,-106.609
Aberdeen Regional Airport,SD,ABR,45.4491,-98.4218
Southwest Georgia Regional Airport,GA,ABY,31.5355,-84.1945
Antrim County Airport,MI,ACB,44.9886,-85.1984
Nantucket Memorial Airport,MA,ACK,41.2531,-70.0602
Waco Regional Airport,TX,ACT,31.6113,-97.2305
California Redwood Coast-Humboldt County Airport,CA,ACV,40.9781,-124.109
Atlantic City International Airport,NJ,ACY,39.4576,-74.5772
Lenawee County Airport,MI,ADG,41.8677,-84.0773
Ada Regional Airport,OK,ADT,34.8043,-96.6713
Ardmore Municipal Airport,OK,ADM,34.303,-97.0196
Addison Airport,TX,ADS,32.9686,-96.8364
Joint Base Andrews,MD,ADW,38.8108,-76.867
Kake Seaplane Base,AK,KAE,56.973,-133.946
Albert Lea Municipal Airport,MN,AEL,43.6815,-93.3672
Alexandria International Airport,LA,AEX,31.3274,-92.5498
USAF Academy Airfield,CO,AFF,38.9697,-104.813
Washington County Airport,PA,WSG,40.1365,-80.2902
Jaffrey Airport Silver Ranch Airport,NH,AFN,42.8051,-72.003
Afton Municipal Airport,WY,AFO,42.7112,-110.942
Fort Worth Alliance Airport,TX,AFW,32.9876,-97.3188
Allegheny County Airport,PA,AGC,40.3544,-79.9302
Ralph C Weiser Field,AR,AGO,33.228,-93.217
Augusta Regional At Bush Field,GA,AGS,33.3699,-81.9645
Amedee Army Air Field,CA,AHC,40.2662,-120.153
Amery Municipal Airport,WI,AHH,45.2811,-92.3754
Athens Ben Epps Airport,GA,AHN,33.9486,-83.3263
Alliance Municipal Airport,NE,AIA,42.0532,-102.804
Anderson Municipal Darlington Field,IN,AID,40.1086,-85.613
Aiken Regional Airport,SC,AIK,33.6494,-81.685
Atlantic Municipal Airport,IA,AIO,41.4073,-95.0469
George Downer Airport,AL,AIV,33.1065,-88.1978
Atlantic City Municipal Bader Field,NJ,AIY,39.36,-74.4561
Lee C Fine Memorial Airport,MO,AIZ,38.096,-92.5495
Colorado Plains Regional Airport,CO,AKO,40.1756,-103.222
Akron Fulton International Airport,OH,AKC,41.0375,-81.4669
Albany International Airport,NY,ALB,42.7483,-73.8017
Alice International Airport,TX,ALI,27.7409,-98.0269
Alamogordo White Sands Regional Airport,NM,ALM,32.8399,-105.991
St Louis Regional Airport,IL,ALN,38.8903,-90.046
Waterloo Regional Airport,IA,ALO,42.5571,-92.4003
San Luis Valley Regional Bergman Field,CO,ALS,37.4349,-105.867
Walla Walla Regional Airport,WA,ALW,46.0949,-118.288
Thomas C Russell Field,AL,ALX,32.9147,-85.963
Rick Husband Amarillo International Airport,TX,AMA,35.2194,-101.706
Gratiot Community Airport,MI,AMN,43.3221,-84.688
Ames Municipal Airport,IA,AMW,41.992,-93.6218
Anniston Regional Airport,AL,ANB,33.5882,-85.8581
Anderson Regional Airport,SC,AND,34.4946,-82.7094
Salida Airport Harriett Alexander Field,CO,SLT,38.5383,-106.049
Lee Airport,MD,ANP,38.9429,-76.5684
Tri State Steuben County Airport,IN,ANQ,41.6397,-85.0835
Ainsworth Regional Airport,NE,ANW,42.5792,-99.993
Anthony Municipal Airport,KS,ANY,37.1585,-98.0796
Lima Allen County Airport,OH,AOH,40.7069,-84.0267
Altoona Blair County Airport,PA,AOO,40.2964,-78.32
Centennial Airport,CO,APA,39.5701,-104.849
Napa County Airport,CA,APC,38.2132,-122.281
Naples Municipal Airport,FL,APF,26.1526,-81.7753
Phillips Army Air Field,MD,APG,39.4662,-76.1688
A P Hill AAF (Fort A P Hill) Airport,VA,APH,38.0689,-77.3183
Alpena County Regional Airport,MI,APN,45.0781,-83.5603
Marion County Brown Field,TN,APT,35.0607,-85.5853
Apple Valley Airport,CA,APV,34.5753,-117.186
Acadiana Regional Airport,LA,ARA,30.0378,-91.8839
Ann Arbor Municipal Airport,MI,ARB,42.223,-83.7456
Walnut Ridge Regional Airport,AR,ARG,36.1247,-90.9251
Wharton Regional Airport,TX,WHT,29.2543,-96.1544
Aurora Municipal Airport,IL,AUZ,41.7719,-88.4757
Watertown International Airport,NY,ART,43.9919,-76.0217
Lakeland-Noble F. Lee Memorial field,WI,ARV,45.9279,-89.7309
Beaufort County Airport,SC,BFT,32.4122,-80.6344
Aspen-Pitkin Co/Sardy Field,CO,ASE,39.2232,-106.869
Springdale Municipal Airport,AR,SPZ,36.1764,-94.1193
Boire Field,NH,ASH,42.7817,-71.5148
Harrison County Airport,TX,ASL,32.5205,-94.3078
Talladega Municipal Airport,AL,ASN,33.5699,-86.0509
Astoria Regional Airport,OR,AST,46.158,-123.879
John F Kennedy Memorial Airport,WI,ASX,46.5485,-90.919
Ashley Municipal Airport,ND,ASY,46.0239,-99.3526
Hartsfield Jackson Atlanta International Airport,GA,ATL,33.6367,-84.4281
Artesia Municipal Airport,NM,ATS,32.8525,-104.468
Appleton International Airport,WI,ATW,44.2581,-88.5191
Watertown Regional Airport,SD,ATY,44.914,-97.1547
Augusta State Airport,ME,AUG,44.3206,-69.7973
Austin Municipal Airport,MN,AUM,43.665,-92.9334
Auburn Municipal Airport,CA,AUN,38.9548,-121.082
Auburn University Regional Airport,AL,AUO,32.6151,-85.434
Austin Bergstrom International Airport,TX,AUS,30.1945,-97.6699
Wausau Downtown Airport,WI,AUW,44.9262,-89.6266
Asheville Regional Airport,NC,AVL,35.4362,-82.5418
Avon Park Executive Airport,FL,AVO,27.5912,-81.5278
Wilkes Barre Scranton International Airport,PA,AVP,41.3385,-75.7234
Marana Regional Airport,AZ,AVW,32.4096,-111.218
Catalina Airport,CA,AVX,33.4049,-118.416
West Memphis Municipal Airport,AR,AWM,35.1351,-90.2344
Algona Municipal Airport,IA,AXG,43.0779,-94.272
Chandler Field,MN,AXN,45.8663,-95.3947
Altus Quartz Mountain Regional Airport,OK,AXS,34.698,-99.3385
Neil Armstrong Airport,OH,AXV,40.4934,-84.2989
Angel Fire Airport,NM,AXX,36.422,-105.29
Ft Devens Moore Army Air Field,MA,AYE,42.57,-71.6028
Waycross Ware County Airport,GA,AYS,31.2491,-82.3955
Arnold Air Force Base,TN,TUH,35.3926,-86.0858
Kalamazoo Battle Creek International Airport,MI,AZO,42.2349,-85.5521
Beale Air Force Base,CA,BAB,39.1361,-121.437
Barksdale Air Force Base,LA,BAD,32.5018,-93.6627
Westfield-Barnes Regional Airport,MA,BAF,42.1578,-72.7156
Columbus Municipal Airport,IN,CLU,39.2619,-85.8963
Battle Mountain Airport,NV,BAM,40.599,-116.874
Benson Municipal Airport,MN,BBB,45.3319,-95.6506
Curtis Field,TX,BBD,31.1793,-99.3239
Marlboro County Jetport H.E. Avent Field,SC,BTN,34.6217,-79.7344
Broken Bow Municipal Airport,NE,BBW,41.4365,-99.6422
Virginia Tech Montgomery Executive Airport,VA,BCB,37.2076,-80.4078
Bryce Canyon Airport,UT,BCE,37.7064,-112.145
Boca Raton Airport,FL,BCT,26.3785,-80.1077
Baudette International Airport,MN,BDE,48.7284,-94.6122
Blanding Municipal Airport,UT,BDG,37.5833,-109.483
Bradley International Airport,CT,BDL,41.9389,-72.6832
Igor I Sikorsky Memorial Airport,CT,BDR,41.1635,-73.1262
Boulder Municipal Airport,CO,WBU,40.0394,-105.226
Bell Island Hot Springs Seaplane Base,AK,KBE,55.9291,-131.572
Beech Factory Airport,KS,BEC,37.6945,-97.215
Laurence G Hanscom Field,MA,BED,42.47,-71.289
Southwest Michigan Regional Airport,MI,BEH,42.1286,-86.4285
Bradford Regional Airport,PA,BFD,41.8031,-78.6401
Western Neb. Rgnl/William B. Heilig Airport,NE,BFF,41.874,-103.596
Boeing Field King County International Airport,WA,BFI,47.53,-122.302
Meadows Field,CA,BFL,35.4336,-119.057
Mobile Downtown Airport,AL,BFM,30.6268,-88.0681
Virgil I Grissom Municipal Airport,IN,BFR,38.84,-86.4454
Hutchinson County Airport,TX,BGD,35.7009,-101.394
Decatur County Industrial Air Park,GA,BGE,30.9715,-84.6374
Greater Binghamton/Edwin A Link field,NY,BGM,42.2087,-75.9798
Bangor International Airport,ME,BGR,44.8074,-68.8281
Hancock County-Bar Harbor Airport,ME,BHB,44.45,-68.3615
Birmingham-Shuttlesworth International Airport,AL,BHM,33.5629,-86.7535
Block Island State Airport,RI,BID,41.1681,-71.5778
Beatrice Municipal Airport,NE,BIE,40.3013,-96.7541
Biggs Army Air Field (Fort Bliss),TX,BIF,31.8495,-106.38
Eastern Sierra Regional Airport,CA,BIH,37.3731,-118.364
Billings Logan International Airport,MT,BIL,45.8077,-108.543
Bismarck Municipal Airport,ND,BIS,46.7727,-100.746
Keesler Air Force Base,MS,BIX,30.4104,-88.9244
Rocky Mountain Metropolitan Airport,CO,BJC,39.9088,-105.117
Bemidji Regional Airport,MN,BJI,47.5094,-94.9337
Wayne County Airport,OH,BJJ,40.8748,-81.8883
Stephens County Airport,TX,BKD,32.719,-98.891
Baker City Municipal Airport,OR,BKE,44.8373,-117.809
Buckley Air Force Base,CO,BFK,39.7017,-104.752
Burke Lakefront Airport,OH,BKL,41.5175,-81.6833
Allen C Perkinson Blackstone Army Air Field,VA,BKT,37.0742,-77.9575
Raleigh County Memorial Airport,WV,BKW,37.7873,-81.1242
Brookings Regional Airport,SD,BKX,44.3048,-96.8169
Mercer County Airport,WV,BLF,37.2958,-81.2077
Blythe Airport,CA,BLH,33.6192,-114.717
Bellingham International Airport,WA,BLI,48.7928,-122.538
Monmouth Executive Airport,NJ,BLM,40.1869,-74.1249
Blue Canyon Nyack Airport,CA,BLU,39.275,-120.71
Scott AFB/Midamerica Airport,IL,BLV,38.5452,-89.8352
Brigham City Regional Airport,UT,BMC,41.5524,-112.062
Monroe County Airport,IN,BMG,39.146,-86.6167
Central Illinois Regional Airport at Bloomington-Normal,IL,BMI,40.4771,-88.9159
Berlin Regional Airport,NH,BML,44.5754,-71.1759
Beaumont Municipal Airport,TX,BMT,30.0706,-94.2157
Nashville International Airport,TN,BNA,36.1245,-86.6782
Banning Municipal Airport,CA,BNG,33.9225,-116.8507
Barnwell Regional Airport,SC,BNL,33.2578,-81.3883
Burns Municipal Airport,OR,BNO,43.5919,-118.955
Boone Municipal Airport,IA,BNW,42.0496,-93.8476
Boise Air Terminal/Gowen Field,ID,BOI,43.5644,-116.223
General Edward Lawrence Logan International Airport,MA,BOS,42.3643,-71.0052
Bartow Executive Airport,FL,BOW,27.9434,-81.7834
Big Spring Mc Mahon-Wrinkle Airport,TX,HCA,32.2126,-101.522
Miley Memorial Field,WY,BPI,42.5851,-110.111
Ozark Regional Airport,AR,WMH,36.3689,-92.4705
Southeast Texas Regional Airport,TX,BPT,29.9508,-94.0207
Brunswick Golden Isles Airport,GA,BQK,31.2588,-81.4665
Brainerd Lakes Regional Airport,MN,BRD,46.3983,-94.1381
Southeast Iowa Regional Airport,IA,BRL,40.7832,-91.1255
Brownsville South Padre Island International Airport,TX,BRO,25.9068,-97.4259
Samuels Field,KY,BRY,37.8143,-85.4996
Skypark Airport,UT,BTF,40.8694,-111.927
W K Kellogg Airport,MI,BTL,42.3073,-85.2515
Bert Mooney Airport,MT,BTM,45.9548,-112.497
Britton Municipal Airport,SD,TTO,45.8152,-97.7431
Pittsburgh/Butler Regional Airport,PA,BTP,40.7769,-79.9497
Baton Rouge Metropolitan Airport,LA,BTR,30.5332,-91.1496
Burlington International Airport,VT,BTV,44.4719,-73.1533
Beatty Airport,NV,BTY,36.8611,-116.787
Cram Field,NE,BUB,41.7767,-99.1497
Buffalo Niagara International Airport,NY,BUF,42.9405,-78.7322
Butler Memorial Airport,MO,BUM,38.2898,-94.3401
Bob Hope Airport,CA,BUR,34.2007,-118.359
Beaver County Airport,PA,BFP,40.7725,-80.3914
Bartlesville Municipal Airport,OK,BVO,36.7625,-96.0112
Skagit Regional Airport,WA,MVW,48.4709,-122.421
Batesville Regional Airport,AR,BVX,35.7262,-91.6473
Beverly Municipal Airport,MA,BVY,42.5842,-70.9165
Brawley Municipal Airport,CA,BWC,32.9929,-115.517
Brownwood Regional Airport,TX,BWD,31.7936,-98.9565
Bowling Green Warren County Regional Airport,KY,BWG,36.9645,-86.4197
Baltimore/Washington International Thurgood Marshall Airport,MD,BWI,39.1754,-76.6683
Harry Stern Airport,ND,WAH,46.2441,-96.6074
Bowman Regional Airport,ND,BWM,46.1655,-103.3007
George R Carr Memorial Air Field,LA,BXA,30.8137,-89.865
Buckeye Municipal Airport,AZ,BXK,33.4224,-112.6863
Johnson County Airport,WY,BYG,44.3811,-106.722
Arkansas International Airport,AR,BYH,35.9643,-89.944
Burley Municipal Airport,ID,BYI,42.5426,-113.772
Bicycle Lake Army Air Field,CA,BYS,35.2805,-116.63
Bay City Municipal Airport,TX,BBC,28.9733,-95.8635
Gallatin Field,MT,BZN,45.7775,-111.153
Grand Geneva Resort Airport,WI,XES,42.6149,-88.3896
Plymouth Municipal Airport,IN,PLY,41.3651,-86.3005
New Coalinga Municipal Airport,CA,CLG,36.1631,-120.294
Wexford County Airport,MI,CAD,44.2753,-85.4189
Columbia Metropolitan Airport,SC,CAE,33.9388,-81.1195
Craig Moffat Airport,CO,CIG,40.4952,-107.522
Akron Canton Regional Airport,OH,CAK,40.9161,-81.4422
Clayton Municipal Airpark,NM,CAO,36.4462,-103.167
Caribou Municipal Airport,ME,CAR,46.8715,-68.0179
Greater Cumberland Regional Airport,MD,CBE,39.6154,-78.7609
Council Bluffs Municipal Airport,IA,CBF,41.2592,-95.7606
Shalz Field,KS,CBK,39.4275,-101.047
Columbus Air Force Base,MS,CBM,33.6438,-88.4438
Coffman Cove Seaplane Base,AK,KCC,56.0032,-132.842
Cable Airport,CA,CCB,34.1116,-117.688
Buchanan Field,CA,CCR,37.9897,-122.057
Northeast Iowa Regional Airport,IA,CCY,43.0726,-92.6108
Caledonia County Airport,VT,LLX,44.5691,-72.018
Cedar City Regional Airport,UT,CDC,37.701,-113.099
Harrell Field,AR,CDH,33.6228,-92.7634
Woodward Field,SC,CDN,34.2836,-80.5649
Chadron Municipal Airport,NE,CDR,42.8376,-103.095
Childress Municipal Airport,TX,CDS,34.4338,-100.288
Essex County Airport,NJ,CDW,40.8752,-74.2814
Cessna Aircraft Field,KS,CEA,37.6486,-97.2506
Jack Mc Namara Field Airport,CA,CEC,41.7802,-124.237
Westover ARB/Metropolitan Airport,MA,CEF,42.194,-72.5348
Oconee County Regional Airport,SC,CEU,34.6719,-82.8865
Mettel Field,IN,CEV,39.6985,-85.1297
Bob Sikes Airport,FL,CEW,30.7788,-86.5221
Kyle Oakley Field,KY,CEY,36.6646,-88.3728
Cortez Municipal Airport,CO,CEZ,37.303,-108.628
Coulter Field,TX,CFD,30.7157,-96.3314
Tuscola Area Airport,MI,TZC,43.4588,-83.4455
Greenlee County Airport,AZ,CFT,32.957,-109.2114
Coffeyville Municipal Airport,KS,CFV,37.094,-95.5719
Chignik Fisheries Airport,AK,KCG,56.3176,-158.5897
Cambridge Dorchester Airport,MD,CGE,38.5393,-76.0304
Cuyahoga County Airport,OH,CGF,41.5651,-81.4864
Cape Girardeau Regional Airport,MO,CGI,37.2253,-89.5708
College Park Airport,MD,CGS,38.9806,-76.9223
Chicago Meigs Airport,IL,CGX,41.8588,-87.6079
Casa Grande Municipal Airport,AZ,CGZ,32.9549,-111.767
Lovell Field,TN,CHA,35.0353,-85.2038
Chickasha Municipal Airport,OK,CHK,35.0974,-97.9677
Charlottesville Albemarle Airport,VA,CHO,38.1386,-78.4529
Charleston Air Force Base-International Airport,SC,CHS,32.8986,-80.0405
Chico Municipal Airport,CA,CIC,39.7954,-121.858
The Eastern Iowa Airport,IA,CID,41.8847,-91.7108
Arthur N Neu Airport,IA,CIN,42.0462,-94.789
Cairo Regional Airport,IL,CIR,37.0645,-89.2196
Chippewa County International Airport,MI,CIU,46.2508,-84.4724
Kegelman AF Aux Field,OK,CKA,36.7439,-98.1231
North Central West Virginia Airport,WV,CKB,39.2966,-80.2281
Grand Marais Cook County Airport,MN,GRM,47.8383,-90.3829
Fletcher Field,MS,CKM,34.2997,-90.5123
Crookston Municipal Kirkwood Field,MN,CKN,47.8417,-96.6216
ClarksvilleâMontgomery County Regional Airport,TN,CKV,36.6219,-87.415
Chignik Lagoon Airport,AK,KCL,56.3112,-158.536
Cleveland Hopkins International Airport,OH,CLE,41.4117,-81.8498
