name,state,iata_code,lat,long
Long Island Mac Arthur Airport,NY,ISP,40.7952,-73.1002
Schoolcraft County Airport,MI,ISQ,45.9746,-86.1718
Alexander Field South Wood County Airport,WI,ISW,44.3603,-89.839
Ithaca Tompkins Regional Airport,NY,ITH,42.491,-76.4584
Phoenix-Mesa-Gateway Airport,AZ,AZA,33.3078,-111.655
Gogebic Iron County Airport,MI,IWD,46.5275,-90.1314
Wiscasset Airport,ME,ISS,43.9614,-69.7126
West Houston Airport,TX,IWS,29.8182,-95.6726
New Century Aircenter Airport,KS,JCI,38.8309,-94.8903
Inyokern Airport,CA,IYK,35.6588,-117.83
Santa Ynez Airport,CA,SQA,34.6068,-120.076
Eastern Slopes Regional Airport,ME,FRY,43.9911,-70.9479
Jackson Hole Airport,WY,JAC,43.6073,-110.738
Jackson-Medgar Wiley Evers International Airport,MS,JAN,32.3112,-90.0759
Jasper County Airport-Bell Field,TX,JAS,30.8857,-94.0349
Jacksonville International Airport,FL,JAX,30.4941,-81.6879
Jonesboro Municipal Airport,AR,JBR,35.8317,-90.6464
Kimble County Airport,TX,JCT,30.5113,-99.7635
Jordan Airport,MT,JDN,47.3288,-106.953
Jefferson City Memorial Airport,MO,JEF,38.5912,-92.1561
John F Kennedy International Airport,NY,JFK,40.6398,-73.7789
Chautauqua County-Jamestown Airport,NY,JHW,42.1534,-79.258
Jack Edwards Airport,AL,GUF,30.2905,-87.6718
Joplin Regional Airport,MO,JLN,37.1518,-94.4983
Jamestown Regional Airport,ND,JMS,46.9297,-98.6782
Joliet Regional Airport,IL,JOT,41.5178,-88.1755
Concord-Padgett Regional Airport,NC,USA,35.3878,-80.7091
Cherokee County Airport,TX,JKV,31.8693,-95.2174
John Murtha Johnstown Cambria County Airport,PA,JST,40.3161,-78.8339
Southern Wisconsin Regional Airport,WI,JVL,42.6203,-89.0416
Jackson County Reynolds Field,MI,JXN,42.2598,-84.4594
Kitoi Bay Seaplane Base,AK,KKB,58.1909,-152.37
Mesa Del Rey Airport,CA,KIC,36.228,-121.122
Karluk Lake Seaplane Base,AK,KKL,57.367,-154.028
Southwest Washington Regional Airport,WA,KLS,46.118,-122.898
Ekuk Airport,AK,KKU,58.8112,-158.559
Furnace Creek Airport,CA,DTH,36.4638,-116.881
Borrego Valley Airport,CA,BXS,33.259,-116.321
Big Bear City Airport,CA,RBF,34.2638,-116.856
Trona Airport,CA,TRH,35.8125,-117.327
Southeast Colorado Regional Airport,CO,LAA,38.0649,-102.6832
Purdue University Airport,IN,LAF,40.4123,-86.9369
Lakeland Linder International Airport,FL,LAL,27.9889,-82.0186
Los Alamos Airport,NM,LAM,35.8798,-106.269
Capital City Airport,MI,LAN,42.7787,-84.5874
Laramie Regional Airport,WY,LAR,41.3121,-105.675
McCarran International Airport,NV,LAS,36.0801,-115.152
Lawton Fort Sill Regional Airport,OK,LAW,34.5677,-98.4166
Los Angeles International Airport,CA,LAX,33.9425,-118.408
Lubbock Preston Smith International Airport,TX,LBB,33.6636,-101.823
Arnold Palmer Regional Airport,PA,LBE,40.2759,-79.4048
North Platte Regional Airport Lee Bird Field,NE,LBF,41.1262,-100.684
Liberal Mid-America Regional Airport,KS,LBL,37.0442,-100.96
Lumberton Regional Airport,NC,LBT,34.6099,-79.0594
Texas Gulf Coast Regional Airport,TX,LJN,29.1086,-95.4621
Lake Charles Regional Airport,LA,LCH,30.1261,-93.2233
Laconia Municipal Airport,NH,LCI,43.5727,-71.4189
Rickenbacker International Airport,OH,LCK,39.8138,-82.9278
Lake City Gateway Airport,FL,LCQ,30.182,-82.5769
Linden Airport,NJ,LDJ,40.6174,-74.2446
Mason County Airport,MI,LDM,43.9625,-86.4079
Lebanon Municipal Airport,NH,LEB,43.6261,-72.3042
Leesburg International Airport,FL,LEE,28.8231,-81.8087
Lemmon Municipal Airport,SD,LEM,45.9187,-102.106
Auburn Lewiston Municipal Airport,ME,LEW,44.0485,-70.2835
Blue Grass Airport,KY,LEX,38.0365,-84.6059
Langley Air Force Base,VA,LFI,37.0829,-76.3605
Angelina County Airport,TX,LFK,31.234,-94.75
Lafayette Regional Airport,LA,LFT,30.2053,-91.9876
La Guardia Airport,NY,LGA,40.7772,-73.8726
Long Beach /Daugherty Field/ Airport,CA,LGB,33.8177,-118.152
LaGrange Callaway Airport,GA,LGC,33.0089,-85.0726
La Grande/Union County Airport,OR,LGD,45.2902,-118.007
Laguna Army Airfield,AZ,LGF,32.86,-114.397
Logan-Cache Airport,UT,LGU,41.7912,-111.852
Arlington Municipal Airport,TN,LHC,35.2831,-89.6725
William T. Piper Memorial Airport,PA,LHV,41.1356,-77.4223
Wright AAF (Fort Stewart)/Midcoast Regional Airport,GA,LIY,31.8891,-81.5623
Triangle North Executive Airport,NC,LFN,36.0233,-78.3303
Limon Municipal Airport,CO,LIC,39.2748,-103.666
Bill & Hillary Clinton National Airport/Adams Field,AR,LIT,34.7294,-92.2243
Lake Placid Airport,NY,LKP,44.2645,-73.9619
Louisa County Airport/Freeman Field,VA,LOW,38.0098,-77.9701
Lake County Airport,OR,LKV,42.1611,-120.399
Challis Airport,ID,CHL,44.523,-114.218
Louisville Winston County Airport,MS,LMS,33.1462,-89.0625
Crater Lake-Klamath Regional Airport,OR,LMT,42.1561,-121.733
Palm Beach County Park Airport,FL,LNA,26.593,-80.0851
Hunt Field,WY,LND,42.8152,-108.73
Lincoln Airport,NE,LNK,40.851,-96.7592
Lake County Executive Airport,OH,LNN,41.684,-81.3897
Lonesome Pine Airport,VA,LNP,36.9875,-82.53
Tri-County Regional Airport,WI,LNR,43.2117,-90.1816
Lancaster Airport,PA,LNS,40.1217,-76.2961
Derby Field,NV,LOL,40.0664,-118.565
Wings Field,PA,BBX,40.1375,-75.2651
Lewis University Airport,IL,LOT,41.6073,-88.0962
Bowman Field,KY,LOU,38.228,-85.6637
London-Corbin Airport/Magee Field,KY,LOZ,37.0822,-84.0849
Lompoc Airport,CA,LPC,34.6656,-120.468
Pickens County Airport,SC,LQK,34.81,-82.7029
Laredo International Airport,TX,LRD,27.5438,-99.4616
Little Rock Air Force Base,AR,LRF,34.9169,-92.1497
Le Mars Municipal Airport,IA,LRJ,42.778,-96.1937
Las Cruces International Airport,NM,LRU,32.2894,-106.922
Lordsburg Municipal Airport,NM,LSB,32.3335,-108.692
La Crosse Municipal Airport,WI,LSE,43.879,-91.2567
Lawson Army Air Field (Fort Benning),GA,LSF,32.3373,-84.9913
Lusk Municipal Airport,WY,LSK,42.7538,-104.405
Los Banos Municipal Airport,CA,LSN,37.0629,-120.869
Nellis Air Force Base,NV,LSV,36.2362,-115.034
Altus Air Force Base,OK,LTS,34.6671,-99.2667
Luke Air Force Base,AZ,LUF,33.535,-112.383
Cincinnati Municipal Airport Lunken Field,OH,LUK,39.1033,-84.4186
Hesler Noble Field,MS,LUL,31.6726,-89.1722
Livermore Municipal Airport,CA,LVK,37.6934,-121.82
Brunswick Municipal Airport,VA,LVL,36.7728,-77.7943
Mission Field,MT,LVM,45.6994,-110.448
Las Vegas Municipal Airport,NM,LVS,35.6542,-105.142
Greenbrier Valley Airport,WV,LWB,37.8583,-80.3995
Lawrence Municipal Airport,KS,LWC,39.0112,-95.2166
Wells Municipal Airport/Harriet Field,NV,LWL,41.1171,-114.922
Lawrence Municipal Airport,MA,LWM,42.7172,-71.1234
Lewiston Nez Perce County Airport,ID,LWS,46.3745,-117.015
Lewistown Municipal Airport,MT,LWT,47.0493,-109.467
Lawrenceville Vincennes International Airport,IL,LWV,38.7643,-87.6055
Jim Kelly Field,NE,LXN,40.791,-99.7773
Lake County Airport,CO,LXV,39.2203,-106.317
Lynchburg Regional Preston Glenn Field,VA,LYH,37.3267,-79.2004
Lyons-Rice County Municipal Airport,KS,LYO,38.3428,-98.2269
Gwinnett County Briscoe Field,GA,LZU,33.9781,-83.9624
Poplarville Pearl River County Airport,MS,PCU,30.786,-89.5045
Malta Airport,MT,MLK,48.3669,-107.919
Macon Downtown Airport,GA,MAC,32.8221,-83.562
Madera Municipal Airport,CA,MAE,36.9886,-120.112
Midland International Airport,TX,MAF,31.9425,-102.202
Malden Regional Airport,MO,MAW,36.6006,-89.9922
Mobridge Municipal Airport,SD,MBG,45.5465,-100.408
Manistee Co Blacker Airport,MI,MBL,44.2724,-86.2469
Bruce Campbell Field,MS,DXE,32.4387,-90.1031
MBS International Airport,MI,MBS,43.5329,-84.0796
Omar N Bradley Airport,MO,MBY,39.4639,-92.427
Mc Comb/Pike County Airport/John E Lewis Field,MS,MCB,31.1785,-90.4719
Mc Clellan Airfield,CA,MCC,38.6676,-121.401
Mackinac Island Airport,MI,MCD,45.8649,-84.6373
Merced Regional Macready Field,CA,MCE,37.2847,-120.514
Mac Dill Air Force Base,FL,MCF,27.8493,-82.5212
Kansas City International Airport,MO,MCI,39.2976,-94.7139
Mc Cook Ben Nelson Regional Airport,NE,MCK,40.2063,-100.592
Middle Georgia Regional Airport,GA,MCN,32.6928,-83.6492
Orlando International Airport,FL,MCO,28.4294,-81.309
Mason City Municipal Airport,IA,MCW,43.1578,-93.3313
Martindale Army Heliport,TX,MDA,29.4313,-98.3778
Midland Airpark,TX,MDD,32.0365,-102.101
Southern Illinois Airport,IL,MDH,37.7781,-89.252
Madison Municipal Airport,SD,XMD,44.016,-97.0859
Harrisburg International Airport,PA,MDT,40.1935,-76.7634
Chicago Midway International Airport,IL,MDW,41.786,-87.7524
Taylor County Airport,WI,MDF,45.101,-90.3033
Laurinburg Maxton Airport,NC,MXE,34.7919,-79.3658
Key Field,MS,MEI,32.3326,-88.7519
Memphis International Airport,TN,MEM,35.0424,-89.9767
Castle Airport,CA,MER,37.3805,-120.568
Minden-Tahoe Airport,NV,MEV,39.0003,-119.751
Mansfield Lahm Regional Airport,OH,MFD,40.8214,-82.5166
Mc Allen Miller International Airport,TX,MFE,26.1758,-98.2386
Marshfield Municipal Airport,WI,MFI,44.6369,-90.1893
Rogue Valley International Medford Airport,OR,MFR,42.3742,-122.873
Accomack County Airport,VA,MFV,37.6469,-75.7611
Michigan City Municipal Airport,IN,MGC,41.7033,-86.8212
Dobbins Air Reserve Base,GA,MGE,33.9154,-84.5163
Orange County Airport,NY,MGJ,41.51,-74.2646
Montgomery Regional (Dannelly Field) Airport,AL,MGM,32.3006,-86.394
Moultrie Municipal Airport,GA,MGR,31.0849,-83.8033
Morgantown Municipal Walter L. Bill Hart Field,WV,MGW,39.6429,-79.9163
Dayton-Wright Brothers Airport,OH,MGY,39.589,-84.2249
Mitchell Municipal Airport,SD,MHE,43.7748,-98.0386
Manhattan Regional Airport,KS,MHK,39.141,-96.6708
Marshall Memorial Municipal Airport,MO,MHL,39.0958,-93.2029
Sacramento Mather Airport,CA,MHR,38.5539,-121.298
Manchester-Boston Regional Airport,NH,MHT,42.9326,-71.4357
Mojave Airport,CA,MHV,35.0594,-118.152
Miami International Airport,FL,MIA,25.7932,-80.2906
Minot Air Force Base,ND,MIB,48.4156,-101.358
Delaware County Johnson Field,IN,MIE,40.2423,-85.3959
Shafter Airport - Minter Field,CA,MIT,35.5074,-119.192
Millville Municipal Airport,NJ,MIV,39.3678,-75.0722
Ocean County Airport,NJ,MJX,39.9275,-74.2924
Charles B. Wheeler Downtown Airport,MO,MKC,39.1232,-94.5928
General Mitchell International Airport,WI,MKE,42.9472,-87.8966
Muskegon County Airport,MI,MKG,43.1695,-86.2382
McKellar-Sipes Regional Airport,TN,MKL,35.5999,-88.9156
Marco Island Executive Airport,FL,MRK,25.995,-81.6725
Melbourne International Airport,FL,MLB,28.1028,-80.6453
Mc Alester Regional Airport,OK,MLC,34.8824,-95.7835
Quad City International Airport,IL,MLI,41.4485,-90.5075
Frank Wiley Field,MT,MLS,46.428,-105.886
Monroe Regional Airport,LA,MLU,32.5109,-92.0377
Mammoth Yosemite Airport,CA,MMH,37.6241,-118.838
McMinn County Airport,TN,MMI,35.3973,-84.5626
Southwest Minnesota Regional Airport - Marshall/Ryan Field,MN,MML,44.4505,-95.8219
Selfs Airport,MS,MMS,34.2315,-90.2896
Mc Entire Joint National Guard Base,SC,MMT,33.9208,-80.8013
Morristown Municipal Airport,NJ,MMU,40.7994,-74.4149
Menominee Regional Airport,MI,MNM,45.1267,-87.6384
Marion Municipal Airport,OH,MNN,40.6162,-83.0635
Mobile Regional Airport,AL,MOB,30.6912,-88.2428
Modesto City Co-Harry Sham Field,CA,MOD,37.6258,-120.954
Minot International Airport,ND,MOT,48.2594,-101.28
Mariposa Yosemite Airport,CA,RMY,37.5109,-120.04
Petit Jean Park Airport,AR,MPJ,35.1389,-92.9092
Pocono Mountains Municipal Airport,PA,MPO,41.1375,-75.3789
Edward F Knapp State Airport,VT,MPV,44.2035,-72.5623
Mount Pleasant Municipal Airport,IA,MPZ,40.9466,-91.5111
Macomb Municipal Airport,IL,MQB,40.5201,-90.6524
Dare County Regional Airport,NC,MEO,35.919,-75.6955
Chester County G O Carlson Airport,PA,CTH,39.979,-75.8655
Smyrna Airport,TN,MQY,36.009,-86.5201
Eastern WV Regional Airport/Shepherd Field,WV,MRB,39.4019,-77.9846
Maury County Airport,TN,MRC,35.5541,-87.1789
Marfa Municipal Airport,TX,MRF,30.3711,-104.018
Foothills Regional Airport,NC,MRN,35.8202,-81.6114
Monterey Peninsula Airport,CA,MRY,36.587,-121.843
Northwest Alabama Regional Airport,AL,MSL,34.7453,-87.6102
Dane County Regional Truax Field,WI,MSN,43.1399,-89.3375
Missoula International Airport,MT,MSO,46.9163,-114.091
Minneapolis-St Paul International/Wold-Chamberlain Airport,MN,MSP,44.882,-93.2218
Massena International Richards Field,NY,MSS,44.9358,-74.8456
Sullivan County International Airport,NY,MSV,41.7016,-74.795
Louis Armstrong New Orleans International Airport,LA,MSY,29.9934,-90.258
Selfridge Air National Guard Base Airport,MI,MTC,42.6135,-82.8369
The Florida Keys Marathon Airport,FL,MTH,24.7261,-81.0514
Montrose Regional Airport,CO,MTJ,38.5098,-107.894
Martin State Airport,MD,MTN,39.3257,-76.4138
Coles County Memorial Airport,IL,MTO,39.4779,-88.2792
Montauk Airport,NY,MTP,41.0765,-71.9208
Manitowoc County Airport,WI,MTW,44.1288,-87.6806
Muir Army Air Field (Fort Indiantown Gap) Airport,PA,MUI,40.4348,-76.5694
Mountain Home Air Force Base,ID,MUO,43.0436,-115.872
Muscatine Municipal Airport,IA,MUT,41.3678,-91.1482
Monroe County Aeroplex Airport,AL,MVC,31.458,-87.351
Montevideo Chippewa County Airport,MN,MVE,44.9691,-95.7103
Morrisville Stowe State Airport,VT,MVL,44.5346,-72.614
Martha's Vineyard Airport,MA,MVY,41.3931,-70.6143
Williamson County Regional Airport,IL,MWA,37.755,-89.0111
Lawrence J Timmerman Airport,WI,MWC,43.1104,-88.0344
Grant County International Airport,WA,MWH,47.2077,-119.32
Mineral Wells Regional Airport,TX,MWL,32.7816,-98.0602
Middletown Regional Airport,OH,MWO,39.531,-84.3953
Manila Municipal Airport,AR,MXA,35.8944,-90.1546
Maxwell Air Force Base,AL,MXF,32.3829,-86.3658
Montgomery-Gibbs Executive Airport,CA,MYF,32.8157,-117.14
McCall Municipal Airport,ID,MYL,44.8897,-116.101
Myrtle Beach International Airport,SC,MYR,33.6797,-78.9283
Yuba County Airport,CA,MYV,39.0978,-121.57
Pinal Airpark,AZ,MZJ,32.5106,-111.328
Marion Municipal Airport,IN,MZZ,40.4899,-85.6797
Cortland County Chase Field,NY,CTX,42.5926,-76.2149
Sidney Municipal Airport,NY,SXY,42.3026,-75.416
Stroudsburg Pocono Airport,PA,ESP,41.0358,-75.1606
New Orleans NAS JRB/Alvin Callender Field,LA,NBG,29.8253,-90.035
Naval Outlying Field Barin,AL,NHX,30.3891,-87.6353
Dahlgren Naval Surface Warfare Center Airport,VA,DGN,38.3325,-77.0372
Lakehurst Maxfield Field Airport,NJ,NEL,40.0333,-74.3533
Whitehouse Naval Outlying Field,FL,NEN,30.3539,-81.8719
Lakefront Airport,LA,NEW,30.0424,-90.0283
Fallon Naval Air Station,NV,NFL,39.4166,-118.701
NAS Fort Worth JRB/Carswell Field,TX,FWH,32.7692,-97.4415
Norfolk Naval Station (Chambers Field),VA,NGU,36.9376,-76.2893
Alameda Naval Air Station,CA,NGZ,37.7889,-122.32
Patuxent River Naval Air Station (Trapnell Field),MD,NHK,38.286,-76.4118
Brunswick Executive Airport,ME,NHZ,43.8922,-69.9386
Jacksonville Naval Air Station (Towers Field),FL,NIP,30.2358,-81.6806
El Centro NAF Airport (Vraciu Field),CA,NJK,32.8292,-115.672
Miramar Marine Corps Air Station - Mitscher Field,CA,NKX,32.8684,-117.143
Lemoore Naval Air Station (Reeves Field) Airport,CA,NLC,36.333,-119.952
Pensacola Naval Air Station/Forrest Sherman Field,FL,NPA,30.3527,-87.3186
Millington-Memphis Airport,TN,NQA,35.3567,-89.8703
Kingsville Naval Air Station,TX,NQI,27.5072,-97.8097
Naval Air Station Key West/Boca Chica Field,FL,NQX,24.5758,-81.6889
Naval Station Mayport (Admiral David L. Mcdonald Field),FL,NRB,30.3911,-81.4247
Naval Outlying Field Imperial Beach (Ream Field),CA,NRS,32.5667,-117.117
Whiting Field Naval Air Station - North,FL,NSE,30.7242,-87.0219
Point Mugu Naval Air Station (Naval Base Ventura Co),CA,NTD,34.1203,-119.121
Oceana Naval Air Station,VA,NTU,36.8207,-76.0335
Moffett Federal Airfield,CA,NUQ,37.4161,-122.049
Whidbey Island Naval Air Station (Ault Field),WA,NUW,48.3518,-122.656
Yuma MCAS/Yuma International Airport,AZ,YUM,32.6566,-114.606
North Island Naval Air Station-Halsey Field,CA,NZY,32.6992,-117.215
Nervino Airport,CA,NVN,39.8185,-120.353
Columbia Airport,CA,COA,38.0304,-120.415
Oakdale Airport,CA,ODC,37.7563,-120.8
Yerington Municipal Airport,NV,EYR,39.0041,-119.158
Albert J Ellis Airport,NC,OAJ,34.8292,-77.6121
Metropolitan Oakland International Airport,CA,OAK,37.7213,-122.221
Marina Municipal Airport,CA,OAR,36.6819,-121.762
Okeechobee County Airport,FL,OBE,27.2628,-80.8498
Ocala International Airport - Jim Taylor Field,FL,OCF,29.1726,-82.2242
A L Mangham Jr. Regional Airport,TX,OCH,31.578,-94.7095
Warren Field,NC,OCW,35.5705,-77.0498
O'Neal Airport,IN,OEA,38.6914,-87.5522
L O Simenstad Municipal Airport,WI,OEO,45.31,-92.6919
Offutt Air Force Base,NE,OFF,41.1183,-95.9125
Karl Stefan Memorial Airport,NE,OFK,41.9855,-97.4351
Searle Field,NE,OGA,41.1195,-101.77
Orangeburg Municipal Airport,SC,OGB,33.4568,-80.8595
Ogden Hinckley Airport,UT,OGD,41.1959,-112.012
Ogdensburg International Airport,NY,OGS,44.6819,-75.4655
Lt Warren Eaton Airport,NY,OIC,42.5666,-75.5241
Splane Memorial Airport,PA,OIL,41.4813,-79.7449
Johnson County Executive Airport,KS,OJC,38.8476,-94.7376
Oceanside Municipal Airport,CA,OCN,33.2173,-117.354
Will Rogers World Airport,OK,OKC,35.3931,-97.6007
AJ Eisenberg Airport,WA,ODW,48.2515,-122.674
Kokomo Municipal Airport,IN,OKK,40.5282,-86.059
Okmulgee Regional Airport,OK,OKM,35.6681,-95.9487
Garden County Airport/King Rhiley Field,NE,OKS,41.401,-102.355
Winchester Regional Airport,VA,WGO,39.1435,-78.1444
"Dewitt Field,Old Town Municipal Airport",ME,OLD,44.9528,-68.6743
L M Clayton Airport,MT,OLF,48.0945,-105.575
Olympia Regional Airport,WA,OLM,46.9694,-122.903
Nogales International Airport,AZ,OLS,31.4177,-110.848
Olive Branch Airport,MS,OLV,34.9787,-89.7869
Eppley Airfield,NE,OMA,41.3032,-95.8941
Omak Airport,WA,OMK,48.4644,-119.518
The O'Neill Municipal John L Baker Field,NE,ONL,42.4699,-98.6881
Ontario Municipal Airport,OR,ONO,44.0205,-117.014
Newport Municipal Airport,OR,ONP,44.5804,-124.058
Ontario International Airport,CA,ONT,34.056,-117.601
Miami-Opa Locka Executive Airport,FL,OPF,25.907,-80.2784
Quonset State Airport,RI,NCO,41.5971,-71.4121
Chicago O'Hare International Airport,IL,ORD,41.9786,-87.9048
Norfolk International Airport,VA,ORF,36.8946,-76.2012
Worcester Regional Airport,MA,ORH,42.2673,-71.8757
Orlando Executive Airport,FL,ORL,28.5455,-81.3329
Orcas Island Airport,WA,ESD,48.7082,-122.91
Oscoda Wurtsmith Airport,MI,OSC,44.4516,-83.3941
Wittman Regional Airport,WI,OSH,43.9844,-88.557
The Ohio State University Airport - Don Scott Field,OH,OSU,40.0798,-83.073
Southwest Oregon Regional Airport,OR,OTH,43.4171,-124.246
Ottumwa Regional Airport,IA,OTM,41.1066,-92.4479
University of Oklahoma Westheimer Airport,OK,OUN,35.2456,-97.4721
Oroville Municipal Airport,CA,OVE,39.4878,-121.622
Owatonna Degner Regional Airport,MN,OWA,44.1234,-93.2606
Owensboro Daviess County Airport,KY,OWB,37.7401,-87.1668
Norwood Memorial Airport,MA,OWD,42.1905,-71.1729
Central Maine Airport of Norridgewock,ME,OWK,44.7155,-69.8665
Ocean City Municipal Airport,MD,OCE,38.3104,-75.124
Waterbury Oxford Airport,CT,OXC,41.4786,-73.1352
Miami University Airport,OH,OXD,39.5023,-84.7844
Oxnard Airport,CA,OXR,34.2008,-119.207
Olga Bay Seaplane Base,AK,KOY,57.1615,-154.23
St Marys Municipal Airport,PA,STQ,41.4125,-78.5026
Ozona Municipal Airport,TX,OZA,30.7353,-101.203
Cairns AAF (Fort Rucker) Air Field,AL,OZR,31.2757,-85.7134
Bisbee Municipal Airport,AZ,BSQ,31.364,-109.883
Polacca Airport,AZ,PXL,35.7917,-110.423
San Carlos Apache Airport,AZ,GLB,33.3531,-110.667
Holbrook Municipal Airport,AZ,HBK,34.9407,-110.138
Cochise County Airport,AZ,CWX,32.2454,-109.895
Snohomish County (Paine Field) Airport,WA,PAE,47.9063,-122.282
Barkley Regional Airport,KY,PAH,37.0608,-88.7738
Tyndall Air Force Base,FL,PAM,30.0696,-85.5754
Payson Airport,AZ,PJB,34.2568,-111.339
Palo Alto Airport of Santa Clara County,CA,PAO,37.4611,-122.115
Point Baker Seaplane Base,AK,KPB,56.3519,-133.623
"Pine Bluff Regional Airport, Grider Field",AR,PBF,34.1731,-91.9356
Plattsburgh International Airport,NY,PBG,44.6509,-73.4681
Palm Beach International Airport,FL,PBI,26.6832,-80.0956
Pike County-Hatcher Field,KY,PVL,37.5618,-82.5664
Prairie Du Chien Municipal Airport,WI,PCD,43.0193,-91.1237
DeKalb Peachtree Airport,GA,PDK,33.8756,-84.302
Eastern Oregon Regional At Pendleton Airport,OR,PDT,45.6951,-118.841
Portland International Airport,OR,PDX,45.5887,-122.598
Pecos Municipal Airport,TX,PEQ,31.3824,-103.511
Page Municipal Airport,AZ,PGA,36.9261,-111.448
Charlotte County Airport,FL,PGD,26.9202,-81.9905
Kirk Field,AR,PGR,36.0629,-90.5078
Pitt Greenville Airport,NC,PGV,35.6352,-77.3853
Harry Clever Field,OH,PHD,40.4709,-81.4197
Newport News Williamsburg International Airport,VA,PHF,37.1319,-76.493
Robert F Swinnie Airport,SC,ADR,33.4517,-79.5262
Palm Beach County Glades Airport,FL,PHK,26.785,-80.6934
Philadelphia International Airport,PA,PHL,39.8719,-75.2411
St Clair County International Airport,MI,PHN,42.911,-82.5289
Philip Airport,SD,PHP,44.0486,-101.599
Henry County Airport,TN,PHT,36.3382,-88.3829
Phoenix Sky Harbor International Airport,AZ,PHX,33.4343,-112.012
General Wayne A. Downing Peoria International Airport,IL,PIA,40.6642,-89.6933
Hattiesburg Laurel Regional Airport,MS,PIB,31.4671,-89.3371
St Petersburg Clearwater International Airport,FL,PIE,27.9102,-82.6874
Pocatello Regional Airport,ID,PIH,42.9098,-112.596
Harris County Airport,GA,PIM,32.8407,-84.8824
Pierre Regional Airport,SD,PIR,44.3827,-100.286
Pittsburgh International Airport,PA,PIT,40.4915,-80.2329
Mid Ohio Valley Regional Airport,WV,PKB,39.3451,-81.4392
Park Rapids Municipal Konshok Field,MN,PKD,46.9006,-95.0731
Park Falls Municipal Airport,WI,PKF,45.955,-90.4244
Clinton County Airport,NY,PLB,44.6875,-73.5245
M. Graham Clark Downtown Airport,MO,PLK,36.6259,-93.2289
Pellston Regional Airport of Emmet County Airport,MI,PLN,45.5709,-84.7967
St Clair County Airport,AL,PLR,33.5588,-86.2491
Pembina Municipal Airport,ND,PMB,48.9425,-97.2408
Palmdale Regional/USAF Plant 42 Airport,CA,PMD,34.6294,-118.085
Greater Portsmouth Regional Airport,OH,PMH,38.8405,-82.8473
Pompano Beach Airpark,FL,PPM,26.2471,-80.1111
Ralph Wenz Field,WY,PWY,42.7955,-109.807
Ponca City Regional Airport,OK,PNC,36.732,-97.0998
Northeast Philadelphia Airport,PA,PNE,40.0819,-75.0106
Princeton Municipal Airport,ME,PNN,45.2007,-67.5644
Pensacola International Airport,FL,PNS,30.4734,-87.1866
Pope Field,NC,POB,35.1709,-79.0145
Brackett Field,CA,POC,34.0916,-117.782
Polk Army Air Field,LA,POE,31.0448,-93.1917
Poplar Bluff Municipal Airport,MO,POF,36.7739,-90.3249
Dutchess County Airport,NY,POU,41.6266,-73.8842
Powell Municipal Airport,WY,POY,44.8672,-108.793
Perry Lefors Field,TX,PPA,35.613,-100.996
Tri-City Airport,KS,PPF,37.3299,-95.5062
La Porte Municipal Airport,IN,LPO,41.5725,-86.7345
Presque Isle International Airport,ME,PQI,46.689,-68.0448
Trent Lott International Airport,MS,PGL,30.4628,-88.5292
Port Williams Seaplane Base,AK,KPR,58.4901,-152.582
Paso Robles Municipal Airport,CA,PRB,35.6729,-120.627
Prescott Regional Airport - Ernest A. Love Field,AZ,PRC,34.6545,-112.42
Perry Municipal Airport,IA,PRO,41.828,-94.1599
Cox Field,TX,PRX,33.6366,-95.4508
Tri Cities Airport,WA,PSC,46.2647,-119.119
Pittsfield Municipal Airport,MA,PSF,42.4268,-73.2929
New River Valley Airport,VA,PSK,37.1373,-80.6785
Portsmouth International at Pease Airport,NH,PSM,43.0779,-70.8233
Palestine Municipal Airport,TX,PSN,31.7797,-95.7063
Stevens Field,CO,PGO,37.2863,-107.056
Palm Springs International Airport,CA,PSP,33.8297,-116.507
Palacios Municipal Airport,TX,PSX,28.7275,-96.251
Dinwiddie County Airport,VA,PTB,37.1838,-77.5074
Oakland County International Airport,MI,PTK,42.6655,-83.4201
Harry P Williams Memorial Airport,LA,PTN,29.7095,-91.339
Pratt Regional Airport,KS,PTT,37.7016,-98.7469
Porterville Municipal Airport,CA,PTV,36.0296,-119.063
Heritage Field,PA,PTW,40.2396,-75.5567
Pueblo Memorial Airport,CO,PUB,38.2891,-104.497
Carbon County Regional/Buck Davis Field,UT,PUC,39.6139,-110.751
Pullman Moscow Regional Airport,WA,PUW,46.7439,-117.11
Provincetown Municipal Airport,MA,PVC,42.0719,-70.2214
Theodore Francis Green State Airport,RI,PVD,41.7326,-71.4204
Placerville Airport,CA,PVF,38.7242,-120.753
Provo Municipal Airport,UT,PVU,40.2192,-111.723
Hale County Airport,TX,PVW,34.1681,-101.717
Casement Airport,OH,PVZ,41.7336,-81.2192
Wiley Post Airport,OK,PWA,35.5342,-97.6471
Sher-Wood Airport,MT,PWD,48.7903,-104.534
Chicago Executive Airport,IL,PWK,42.1142,-87.9015
Portland International Jetport,ME,PWM,43.6462,-70.3093
Bremerton National Airport,WA,PWT,47.4902,-122.765
Port Bailey Seaplane Base,AK,KPY,57.9301,-153.041
Plymouth Municipal Airport,MA,PYM,41.909,-70.7288
Akutan Seaplane Base,AK,KQA,54.1338,-165.7789
John H Batten Airport,WI,RAC,42.7606,-87.8152
Riverside Municipal Airport,CA,RAL,33.9519,-117.445
